_id,title,release_year,movie_rating,summary,Up_System
197,"Big Mommas: Like Father, Like Son",2011,4.4,Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,CM
198,Jeepers Creepers,2001,6.2,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,CM
199,The Dead Pool,1988,6.3,"Dirty Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target.",CM
200,Wild,2014,7.1,A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,CM
201,Bedazzled,2000,6.0,"Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.",CM
202,All That Jazz,1979,7.8,"Director/choreographer Bob Fosse tells his own life story as he details the sordid life of Joe Gideon, a womanizing, drug-using dancer.",CM
203,St. Elmo's Fire,1985,6.4,"A group of friends, just out of college, struggle with adulthood.",CM
204,It Could Happen to You,1994,6.3,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,CM
205,Head of State,2003,5.4,"When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman, Mays Gilliam is unexpectedly picked as his replacement.",CM
206,Mars Attacks!,1996,6.3,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,CM
207,The Secret Life of Bees,2008,7.3,"In 1964, a teenage girl in search of the truth about her mother runs away to a small town in South Carolina and finds a family of independent women who can connect her to her past.",CM
208,Sky Captain and the World of Tomorrow,2004,6.1,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",CM
209,Autumn in New York,2000,5.6,"Romantic drama about an aging playboy who falls for a sweet, but terminally ill, young woman.",CM
210,August: Osage County,2013,7.2,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",CM
211,For Colored Girls,2010,6.1,"Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",CM
212,Philomena,2013,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",CM
213,The Aristocats,1970,7.1,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",CM
214,How Stella Got Her Groove Back,1998,5.6,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to ... See full summary&nbsp;",CM
215,Red Riding Hood,2011,5.5,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",CM
216,Pan's Labyrinth,2006,8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",CM
217,The Nativity Story,2006,6.8,A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,CM
218,First Knight,1995,5.9,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",CM
219,Tom Jones,1963,6.6,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th century England.,CM
220,Good Boy!,2003,5.1,"An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.",CM
221,Out of Sight,1998,7.0,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",CM
222,In Time,2011,6.7,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",CM
223,Abraham Lincoln: Vampire Hunter,2012,5.9,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",CM
224,The Money Pit,1986,6.3,A young couple struggles to repair a hopelessly dilapidated house.,CM
225,Invictus,2009,7.3,"Nelson Mandela, in his first term as the South African President, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",CM
226,The Back-up Plan,2010,5.4,"A woman conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.",CM
227,Raising Helen,2004,6.0,"After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children.",CM
228,Man of the Year,2006,6.2,"A comedian who hosts a news satire program decides to run for president, and a computerized voting machine malfunction gets him elected.",CM
229,The Longest Ride,2015,7.1,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",CM
230,Paul,2011,7.0,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,CM
231,Lawless,2012,7.3,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",CM
232,The Wild,2006,5.3,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",CM
233,J. Edgar,2011,6.6,"J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life.",CM
234,The Roommate,2011,4.9,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",CM
235,Jumping the Broom,2011,5.7,Two very different families converge on Martha's Vineyard one weekend for a wedding.,CM
236,Crossroads,2002,3.4,"Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process.",CM
237,Semi-Tough,1977,5.9,A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.,CM
238,28 Days,2000,6.0,A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.,CM
239,The Guilt Trip,2012,5.8,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride.",CM
240,Brubaker,1980,7.1,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,CM
241,The Change-Up,2011,6.3,"Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",CM
242,30 Minutes or Less,2011,6.1,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",CM
243,Keeping the Faith,2000,6.4,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",CM
244,Fight Club,1999,8.8,"An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.",CM
245,Five Feet Apart,2019,7.1,A pair of teenagers with cystic fibrosis meet in a hospital and fall in love.,CM
246,Sphere,1998,6.1,A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,CM
247,The Family That Preys,2008,5.5,Two families from different walks of life learn to work together.,CM
248,State of Play,2009,7.1,"When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend.",CM
